-0.416938,1.095543,0.800000,0.000000,0.000000,-0.736254,0.676706,-0.099653,-0.001155,0.001218,0.298838,-0.188274,-0.000065,-0.099695,0.004762,0.001234,0.299303,-0.189786,-0.000139,-0.000505,0.000000,0.000000,0.205678,0.196357,0.004988,0.890153,0.000000,0.000000,0.000000,0.207732,-0.197023,-0.002390,0.888173,0.000000,0.000000,0.000000
-0.416938,1.095543,0.799728,-0.000580,0.000099,-0.736257,0.676702,-0.099306,-0.002310,0.002437,0.297676,-0.176548,-0.000131,-0.099390,0.009523,0.002467,0.298605,-0.179572,-0.000278,-0.001010,0.000000,0.000000,0.211357,0.192715,0.009976,0.880305,0.000000,0.000000,0.000000,0.215464,-0.194045,-0.004780,0.876347,0.000000,0.000000,0.000000
-0.416938,1.095543,0.799455,-0.001160,0.000198,-0.736260,0.676698,-0.098959,-0.003465,0.003655,0.296514,-0.164822,-0.000196,-0.099085,0.014285,0.003701,0.297908,-0.169358,-0.000417,-0.001515,0.000000,0.000000,0.217035,0.189072,0.014964,0.870458,0.000000,0.000000,0.000000,0.223197,-0.191068,-0.007171,0.864520,0.000000,0.000000,0.000000
-0.416938,1.095543,0.799183,-0.001740,0.000296,-0.736262,0.676694,-0.098612,-0.004620,0.004873,0.295352,-0.153096,-0.000262,-0.098780,0.019046,0.004934,0.297210,-0.159144,-0.000556,-0.002020,0.000000,0.000000,0.222713,0.185429,0.019952,0.860610,0.000000,0.000000,0.000000,0.230929,-0.188090,-0.009561,0.852693,0.000000,0.000000,0.000000
-0.416938,1.095543,0.798910,-0.002320,0.000395,-0.736265,0.676690,-0.098265,-0.005775,0.006092,0.294190,-0.141369,-0.000327,-0.098475,0.023808,0.006168,0.296513,-0.148930,-0.000695,-0.002524,0.000000,0.000000,0.228392,0.181787,0.024940,0.850763,0.000000,0.000000,0.000000,0.238661,-0.185113,-0.011951,0.840866,0.000000,0.000000,0.000000
-0.416938,1.095543,0.798638,-0.002900,0.000494,-0.736267,0.676685,-0.097918,-0.006930,0.007310,0.293028,-0.129643,-0.000393,-0.098170,0.028569,0.007401,0.295815,-0.138716,-0.000834,-0.003029,0.000000,0.000000,0.234070,0.178144,0.029928,0.840916,0.000000,0.000000,0.000000,0.246393,-0.182136,-0.014341,0.829040,0.000000,0.000000,0.000000
-0.416938,1.095543,0.798366,-0.003479,0.000593,-0.736269,0.676680,-0.097571,-0.008085,0.008528,0.291866,-0.117917,-0.000458,-0.097865,0.033331,0.008635,0.295118,-0.128502,-0.000973,-0.003534,0.000000,0.000000,0.239748,0.174501,0.034916,0.831068,0.000000,0.000000,0.000000,0.254125,-0.179158,-0.016732,0.817213,0.000000,0.000000,0.000000
-0.416938,1.095543,0.798093,-0.004059,0.000692,-0.736270,0.676675,-0.097224,-0.009240,0.009747,0.290704,-0.106191,-0.000524,-0.097560,0.038092,0.009868,0.294421,-0.118288,-0.001111,-0.004039,0.000000,0.000000,0.245427,0.170859,0.039904,0.821221,0.000000,0.000000,0.000000,0.261858,-0.176181,-0.019122,0.805386,0.000000,0.000000,0.000000
-0.416938,1.095543,0.797821,-0.004639,0.000790,-0.736272,0.676670,-0.096878,-0.010395,0.010965,0.289542,-0.094465,-0.000589,-0.097255,0.042854,0.011102,0.293723,-0.108074,-0.001250,-0.004544,0.000000,0.000000,0.251105,0.167216,0.044892,0.811374,0.000000,0.000000,0.000000,0.269590,-0.173203,-0.021512,0.793559,0.000000,0.000000,0.000000
-0.416938,1.095543,0.797548,-0.005219,0.000889,-0.736273,0.676664,-0.096531,-0.011550,0.012183,0.288380,-0.082739,-0.000655,-0.096950,0.047615,0.012336,0.293026,-0.097860,-0.001389,-0.005049,0.000000,0.000000,0.256783,0.163574,0.049880,0.801526,0.000000,0.000000,0.000000,0.277322,-0.170226,-0.023902,0.781733,0.000000,0.000000,0.000000
