-0.051686,-0.350451,0.800000,0.000000,-0.335839,0.941920,0.000000,-0.110721,0.015654,0.004384,0.316537,-0.190701,-0.000472,-0.115262,-0.005983,0.009954,0.308507,-0.189545,0.000125,-0.002079,0.000000,0.000000,0.172718,0.194104,-0.016923,0.859209,0.000000,0.000000,0.000000,0.175459,-0.208467,-0.008589,0.854009,0.000000,0.000000,0.000000
-0.051686,-0.350451,0.798044,0.002171,-0.335772,0.941940,-0.000607,-0.121443,0.031307,0.008769,0.333075,-0.181402,-0.000945,-0.130523,-0.011967,0.019907,0.317014,-0.179090,0.000249,-0.004158,0.000000,0.000000,0.145436,0.188208,-0.033846,0.818419,0.000000,0.000000,0.000000,0.150918,-0.216934,-0.017178,0.808017,0.000000,0.000000,0.000000
-0.051686,-0.350451,0.796089,0.004342,-0.335704,0.941957,-0.001214,-0.132164,0.046961,0.013153,0.349612,-0.172103,-0.001417,-0.145785,-0.017950,0.029861,0.325521,-0.168635,0.000374,-0.006237,0.000000,0.000000,0.118154,0.182313,-0.050769,0.777628,0.000000,0.000000,0.000000,0.126378,-0.225401,-0.025767,0.762026,0.000000,0.000000,0.000000
-0.051686,-0.350451,0.794133,0.006513,-0.335634,0.941968,-0.001821,-0.142885,0.062615,0.017537,0.366150,-0.162804,-0.001889,-0.161046,-0.023933,0.039815,0.334028,-0.158179,0.000499,-0.008316,0.000000,0.000000,0.090872,0.176417,-0.067692,0.736837,0.000000,0.000000,0.000000,0.101837,-0.233868,-0.034356,0.716035,0.000000,0.000000,0.000000
-0.051686,-0.350451,0.792177,0.008684,-0.335563,0.941975,-0.002428,-0.153607,0.078268,0.021922,0.382687,-0.153505,-0.002362,-0.176308,-0.029917,0.049768,0.342535,-0.147724,0.000624,-0.010395,0.000000,0.000000,0.063591,0.170521,-0.084615,0.696047,0.000000,0.000000,0.000000,0.077296,-0.242335,-0.042945,0.670044,0.000000,0.000000,0.000000
-0.051686,-0.350451,0.790222,0.010854,-0.335490,0.941976,-0.003034,-0.164328,0.093922,0.026306,0.399224,-0.144206,-0.002834,-0.191569,-0.035900,0.059722,0.351043,-0.137269,0.000748,-0.012474,0.000000,0.000000,0.036309,0.164625,-0.101538,0.655256,0.000000,0.000000,0.000000,0.052755,-0.250802,-0.051534,0.624052,0.000000,0.000000,0.000000
-0.051686,-0.350451,0.788266,0.013025,-0.335415,0.941973,-0.003641,-0.175049,0.109575,0.030690,0.415762,-0.134907,-0.003306,-0.206831,-0.041883,0.069676,0.359550,-0.126814,0.000873,-0.014553,0.000000,0.000000,0.009027,0.158729,-0.118461,0.614465,0.000000,0.000000,0.000000,0.028214,-0.259269,-0.060123,0.578061,0.000000,0.000000,0.000000
-0.051686,-0.350451,0.786310,0.015196,-0.335338,0.941966,-0.004248,-0.185770,0.125229,0.035075,0.432299,-0.125608,-0.003778,-0.222093,-0.047867,0.079629,0.368057,-0.116359,0.000998,-0.016632,0.000000,0.000000,-0.018255,0.152833,-0.135384,0.573675,0.000000,0.000000,0.000000,0.003674,-0.267736,-0.068712,0.532070,0.000000,0.000000,0.000000
-0.051686,-0.350451,0.784355,0.017366,-0.335260,0.941953,-0.004855,-0.196492,0.140883,0.039459,0.448837,-0.116308,-0.004251,-0.237354,-0.053850,0.089583,0.376564,-0.105904,0.001122,-0.018712,0.000000,0.000000,-0.045537,0.146938,-0.152307,0.532884,0.000000,0.000000,0.000000,-0.020867,-0.276202,-0.077301,0.486079,0.000000,0.000000,0.000000
-0.051686,-0.350451,0.782399,0.019537,-0.335180,0.941936,-0.005462,-0.207213,0.156536,0.043843,0.465374,-0.107009,-0.004723,-0.252616,-0.059833,0.099537,0.385071,-0.095449,0.001247,-0.020791,0.000000,0.000000,-0.072819,0.141042,-0.169230,0.492093,0.000000,0.000000,0.000000,-0.045408,-0.284669,-0.085889,0.440087,0.000000,0.000000,0.000000
